movie_id,actor
1792,Eva Mendes
13260,Will Ferrell
13260,Maura Tierney
13260,Woody Harrelson
72197,Hugh Grant
72197,Brendan Gleeson
72197,Jeremy Piven
3580,Angelina Jolie
3580,Jeffrey Donovan
3580,John Malkovich
12123,Keanu Reeves
12123,Morgan Freeman
12123,Rachel Weisz
9566,Robert De Niro
9566,Wesley Snipes
9566,Ellen Barkin
9833,Gerard Butler
9833,Emmy Rossum
9833,Patrick Wilson
4517,Cate Blanchett
4517,Clive Owen
4517,Geoffrey Rush
8202,Charlize Theron
8202,Marton Csokas
8202,Jonny Lee Miller
16072,Stephen Lang
16072,Jeff Daniels
16072,Robert Duvall
34314,Ray Liotta
34314,Lauren Holly
34314,Brendan Gleeson
19724,Eddie Murphy
19724,Thomas Haden Church
19724,Yara Shahidi
145220,Ricky Gervais
145220,Ty Burrell
145220,Tina Fey
14623,Brady Corbet
14623,Soren Fulton
14623,Debora Weston
42297,Cher
42297,Christina Aguilera
42297,Eric Dane
2841,Audrey Tautou
2841,Gaspard Ulliel
2841,Dominique Pinon
802,James Mason
802,Sue Lyon
802,Shelley Winters
10375,Sylvester Stallone
10375,Courtney B. Vance
10375,Tom Berenger
36586,Wesley Snipes
36586,Kris Kristofferson
36586,Ron Perlman
11321,Will Smith
11321,Rosario Dawson
11321,Sarah Jane Morris
70074,Sylvester Stallone
70074,Sung Kang
70074,Sarah Shahi
242,Al Pacino
242,Diane Keaton
242,Andy García
9621,Orlando Bloom
9621,Kirsten Dunst
9621,Susan Sarandon
1819,Kate Hudson
1819,Owen Wilson
1819,Matt Dillon
8536,Gene Hackman
8536,Christopher Reeve
8536,Ned Beatty
8046,Ben Affleck
8046,Jennifer Lopez
8046,Justin Bartha
1717,Sean Penn
1717,Jude Law
1717,Kate Winslet
479,Samuel L. Jackson
479,Jeffrey Wright
479,Christian Bale
9444,Meg Ryan
9444,John Cusack
9444,Christopher Lloyd
824,Nicole Kidman
824,Ewan McGregor
824,John Leguizamo
11456,John Travolta
11456,Vince Vaughn
11456,Teri Polo
261023,Johnny Depp
261023,Joel Edgerton
261023,Benedict Cumberbatch
3683,Ryan Phillippe
3683,Adam Beach
3683,Jesse Bradford
22803,Jamie Foxx
22803,Gerard Butler
22803,Colm Meaney
285923,Kurt Russell
285923,Zoë Bell
285923,Rosario Dawson
39437,Oprah Winfrey
39437,Danny Glover
39437,Thandie Newton
1950,Eric Bana
1950,Drew Barrymore
1950,Robert Duvall
640,Leonardo DiCaprio
640,Tom Hanks
640,Christopher Walken
97630,Jessica Chastain
97630,Jason Clarke
97630,Mark Strong
9767,Vince Vaughn
9767,Jennifer Aniston
9767,Joey Lauren Adams
11631,Meryl Streep
11631,Pierce Brosnan
11631,Amanda Seyfried
32856,Jessica Alba
32856,Jessica Biel
32856,Bradley Cooper
6519,Johnny Knoxville
6519,Seann William Scott
6519,Jessica Simpson
8741,Sean Penn
8741,Adrien Brody
8741,Jim Caviezel
49520,Olivia Wilde
49520,Ryan Reynolds
49520,Jason Bateman
1850,Jim Carrey
1850,Courtney Love
1850,Bob Zmuda
524,Robert De Niro
524,Sharon Stone
524,Joe Pesci
26389,John Travolta
26389,Jonathan Rhys Meyers
26389,Kasia Smutniak
11817,Seann William Scott
11817,Jaime King
11817,Karel Roden
2123,Jim Carrey
2123,Renée Zellweger
2123,Anthony Anderson
9907,Courteney Cox
9907,Kevin James
9907,Sam Elliott
9969,Danny DeVito
9969,Matthew Broderick
9969,Kristin Davis
18239,Kristen Stewart
18239,Robert Pattinson
18239,Taylor Lautner
808,Mike Myers
808,Eddie Murphy
808,Cameron Diaz
38050,Matt Damon
38050,Emily Blunt
38050,John Slattery
8367,Kevin Costner
8367,Morgan Freeman
8367,Christian Slater
9390,Tom Cruise
9390,Cuba Gooding Jr.
9390,Renée Zellweger
72105,Mark Wahlberg
72105,Mila Kunis
72105,Seth MacFarlane
2898,Jack Nicholson
2898,Helen Hunt
2898,Greg Kinnear
10312,Robin Williams
10312,Philip Seymour Hoffman
10312,Bob Gunton
109443,Will Ferrell
109443,Steve Carell
109443,Paul Rudd
2022,Adam Sandler
2022,Winona Ryder
2022,John Turturro
37686,Joel Courtney
37686,Elle Fanning
37686,Riley Griffiths
462,Julia Roberts
462,Albert Finney
462,Aaron Eckhart
9919,Kate Hudson
9919,Matthew McConaughey
9919,Kathryn Hahn
187017,Jonah Hill
187017,Channing Tatum
187017,Dave Franco
628,Brad Pitt
628,Tom Cruise
628,Kirsten Dunst
10201,Jim Carrey
10201,Zooey Deschanel
10201,Rhys Darby
302699,Dwayne Johnson
302699,Kevin Hart
302699,Amy Ryan
9441,Julia Roberts
9441,Susan Sarandon
9441,Ed Harris
274167,Will Ferrell
274167,Mark Wahlberg
274167,Linda Cardellini
224141,Meryl Streep
224141,Emily Blunt
224141,James Corden
388,Denzel Washington
388,Clive Owen
388,Jodie Foster
2112,Mel Gibson
2112,Kris Kristofferson
2112,Gregg Henry
10329,Laura Linney
10329,Dylan Walsh
10329,Ernie Hudson
74465,Matt Damon
74465,Scarlett Johansson
74465,Thomas Haden Church
13811,Nicolas Cage
13811,Rose Byrne
13811,Chandler Canterbury
6877,Matthew McConaughey
6877,Sarah Jessica Parker
6877,Zooey Deschanel
10320,Naomi Watts
10320,Simon Baker
10320,Elizabeth Perkins
50646,Steve Carell
50646,Julianne Moore
50646,Ryan Gosling
8920,Bill Murray
8920,Breckin Meyer
8920,Jennifer Love Hewitt
13673,Tim Allen
13673,Jamie Lee Curtis
13673,Dan Aykroyd
60308,Brad Pitt
60308,Jonah Hill
60308,Philip Seymour Hoffman
6950,Dustin Hoffman
6950,Rene Russo
6950,Morgan Freeman
225574,Liam Neeson
225574,Julianne Moore
225574,Scoot McNairy
13836,Dwayne Johnson
13836,AnnaSophia Robb
13836,Alexander Ludwig
752,Natalie Portman
752,Hugo Weaving
752,Stephen Rea
6038,Jackie Chan
6038,Owen Wilson
6038,Fann Wong
9975,Will Ferrell
9975,Drew Barrymore
9975,David Cross
11451,Lindsay Lohan
11451,Michael Keaton
11451,Matt Dillon
12103,Michael Douglas
12103,Sean Bean
12103,Brittany Murphy
60304,Jeremy Renner
60304,Gemma Arterton
60304,Famke Janssen
2251,Richard Gere
2251,Diane Lane
2251,Olivier Martinez
46529,Alex Pettyfer
46529,Timothy Olyphant
46529,Teresa Palmer
231,George Clooney
231,Matt Damon
231,Jeffrey Wright
300671,James Badge Dale
300671,John Krasinski
300671,Max Martini
228326,Diego Luna
228326,Channing Tatum
228326,Zoe Saldana
9754,Harrison Ford
9754,Paul Bettany
9754,Virginia Madsen
66,Clint Eastwood
66,Gene Hackman
66,Ed Harris
4421,Demi Moore
4421,Viggo Mortensen
4421,Anne Bancroft
2649,Michael Douglas
2649,Sean Penn
2649,Deborah Kara Unger
588,Radha Mitchell
588,Sean Bean
588,Laurie Holden
10393,Keanu Reeves
10393,Gene Hackman
10393,Brooke Langton
71552,Jason Biggs
71552,Alyson Hannigan
71552,Seann William Scott
9631,Samuel L. Jackson
9631,Kevin Spacey
9631,David Morse
216282,Richard Armitage
216282,Sarah Wayne Callies
216282,Matt Walsh
306,Eddie Murphy
306,Judge Reinhold
306,Héctor Elizondo
928,Zach Galligan
928,Phoebe Cates
928,John Glover
205587,Robert Duvall
205587,Robert Downey Jr.
205587,Vera Farmiga
6623,George Clooney
6623,Nicole Kidman
6623,Marcel Iureș
1577,Milla Jovovich
1577,Sienna Guillory
1577,Oded Fehr
9801,Renée Zellweger
9801,Hugh Grant
9801,Colin Firth
2116,Denzel Washington
2116,Eva Mendes
2116,Sanaa Lathan
9624,Steven Seagal
9624,Michael Caine
9624,Joan Chen
14199,Taylor Lautner
14199,Taylor Dooley
14199,Cayden Boyd
1907,Leonardo DiCaprio
1907,Guillaume Canet
1907,Tilda Swinton
4599,Kate Hudson
4599,John Corbett
4599,Joan Cusack
22832,Rain
22832,Naomie Harris
22832,Sung Kang
10390,Kevin Costner
10390,Kelly Preston
10390,John C. Reilly
9879,Demi Moore
9879,Burt Reynolds
9879,Armand Assante
38579,Owen Wilson
38579,Emma Stone
38579,George Lopez
44603,Matt Damon
44603,Bryce Dallas Howard
44603,George McLaren
11892,Sandra Bullock
11892,Ben Chaplin
11892,Ryan Gosling
9691,Sylvester Stallone
9691,Antonio Banderas
9691,Julianne Moore
1248,Gaspard Ulliel
1248,Aaran Thomas
1248,Gong Li
12220,Bruce Willis
12220,Michelle Pfeiffer
12220,Rob Reiner
72710,Saoirse Ronan
72710,Diane Kruger
72710,Jake Abel
10782,John Travolta
10782,Connie Nielsen
10782,Samuel L. Jackson
9573,Clint Eastwood
9573,Jeff Daniels
9573,Anjelica Huston
4959,Clive Owen
4959,Naomi Watts
4959,Armin Mueller-Stahl
10061,Kurt Russell
10061,Stacy Keach
10061,Steve Buscemi
10386,Eli Marienthal
10386,Jennifer Aniston
10386,Vin Diesel
421,Bill Murray
421,Anjelica Huston
421,Cate Blanchett
316152,Matthew McConaughey
316152,Gugu Mbatha-Raw
316152,Mahershala Ali
11615,Kevin Spacey
11615,Kate Winslet
11615,Laura Linney
13498,Tommy Lee Jones
13498,Cedric the Entertainer
13498,Christina Milian
241554,Liam Neeson
241554,Ed Harris
241554,Joel Kinnaman
2252,Naomi Watts
2252,Viggo Mortensen
2252,Vincent Cassel
11968,Paul Walker
11968,Jessica Alba
11968,Scott Caan
10047,Milla Jovovich
10047,Dustin Hoffman
10047,Faye Dunaway
38319,Danny McBride
38319,James Franco
38319,Natalie Portman
69668,Daniel Craig
69668,Naomi Watts
69668,Rachel Weisz
9770,John Travolta
9770,Dustin Hoffman
9770,Mia Kirshner
11212,Joe Mantegna
11212,Lara Flynn Boyle
11212,Joe Pantoliano
10533,Demi Moore
10533,Gary Oldman
10533,Robert Duvall
38363,Naomi Watts
38363,Sean Penn
38363,Ty Burrell
9923,Keira Knightley
9923,Mickey Rourke
9923,Edgar Ramírez
11863,David Caruso
11863,Linda Fiorentino
11863,Chazz Palminteri
18501,Gerard Butler
18501,Michael C. Hall
18501,Logan Lerman
109491,Alden Ehrenreich
109491,Alice Englert
109491,Jeremy Irons
9275,Robin Williams
9275,Catherine Keener
9275,Edward Norton
329833,Ben Stiller
329833,Owen Wilson
329833,Will Ferrell
12634,Owen Wilson
12634,Morgan Freeman
12634,Gary Sinise
10416,Garry Shandling
10416,Annette Bening
10416,John Goodman
47327,Nicolas Cage
47327,Amber Heard
47327,William Fichtner
15268,Kristin Kreuk
15268,Chris Klein
15268,Neal McDonough
10796,Jet Li
10796,Jason Statham
10796,Carla Gugino
9548,Andrew Dice Clay
9548,Wayne Newton
9548,Priscilla Presley
18947,Tom Sturridge
18947,Philip Seymour Hoffman
18947,Rhys Ifans
1900,Michael Douglas
1900,Benicio del Toro
1900,Jacob Vargas
89,Harrison Ford
89,Sean Connery
89,Denholm Elliott
96724,Keira Knightley
96724,Jude Law
96724,Aaron Taylor-Johnson
198184,Sharlto Copley
198184,Dev Patel
198184,Ninja
9481,Denzel Washington
9481,Angelina Jolie
9481,Queen Latifah
4547,Jodie Foster
4547,Kristen Stewart
4547,Forest Whitaker
53953,Lochlyn Munro
53953,Chandra West
53953,Steve Bacic
6415,George Clooney
6415,Mark Wahlberg
6415,Ice Cube
181283,Tom Hardy
181283,Gary Oldman
181283,Noomi Rapace
9896,Cuba Gooding Jr.
9896,Seth Green
9896,Whoopi Goldberg
167,Jeff Bridges
167,Kevin Spacey
167,Mary McCormack
11232,Meg Ryan
11232,Hugh Jackman
11232,Liev Schreiber
1636,Elizabeth Hurley
1636,Brendan Fraser
1636,Frances O'Connor
2148,Richard Gere
2148,Gregory Hines
2148,Diane Lane
5176,Russell Crowe
5176,Christian Bale
5176,Logan Lerman
260346,Liam Neeson
260346,Forest Whitaker
260346,Maggie Grace
1389,George Clooney
1389,Jennifer Lopez
1389,Ving Rhames
9894,Jim Carrey
9894,Matthew Broderick
9894,Leslie Mann
7504,Aamir Khan
7504,Nandita Das
7504,Maia Sethna
8592,Warren Beatty
8592,Al Pacino
8592,Madonna
913,Pierce Brosnan
913,Rene Russo
913,Denis Leary
11091,Drew Barrymore
11091,Steve Zahn
11091,Adam Garcia
1368,Sylvester Stallone
1368,Richard Crenna
1368,Brian Dennehy
593,Donatas Banionis
593,Natalya Bondarchuk
593,Jüri Järvet
5393,George Carlin
5393,Andy Dick
5393,Sarah Michelle Gellar
9095,Julia Roberts
9095,John Malkovich
9095,George Cole
8874,Julia Roberts
8874,Dermot Mulroney
8874,Cameron Diaz
11467,Julia Roberts
11467,Billy Crystal
11467,Catherine Zeta-Jones
320,Al Pacino
320,Robin Williams
320,Hilary Swank
199,Patrick Stewart
199,Jonathan Frakes
199,Brent Spiner
20533,Josh Brolin
20533,John Malkovich
20533,Megan Fox
10684,Denzel Washington
10684,Meg Ryan
10684,Lou Diamond Phillips
1624,Jim Carrey
1624,Maura Tierney
1624,Cary Elwes
325789,Bryan Cranston
325789,Diane Kruger
325789,John Leguizamo
113464,Laurence Olivier
113464,Jacqueline Bisset
113464,Ben Gazzara
888,John Goodman
888,Elizabeth Perkins
888,Rick Moranis
82675,Liam Neeson
82675,Maggie Grace
82675,Famke Janssen
4256,Pamela Anderson
4256,Jenny McCarthy
4256,Marny Eng
1493,Sandra Bullock
1493,Benjamin Bratt
1493,Michael Caine
88751,Brendan Fraser
88751,Josh Hutcherson
88751,Anita Briem
11130,Anne Hathaway
11130,Julie Andrews
11130,Héctor Elizondo
9944,Julia Roberts
9944,Denzel Washington
9944,Sam Shepard
10731,Susan Sarandon
10731,Tommy Lee Jones
10731,Mary-Louise Parker
7350,Jack Nicholson
7350,Morgan Freeman
7350,Sean Hayes
9869,Harrison Ford
9869,Anne Archer
9869,Patrick Bergin
4379,Jennifer Lopez
4379,Jane Fonda
4379,Michael Vartan
146233,Hugh Jackman
146233,Jake Gyllenhaal
146233,Paul Dano
2034,Denzel Washington
2034,Ethan Hawke
2034,Scott Glenn
926,Tim Allen
926,Sigourney Weaver
926,Alan Rickman
4248,Anna Faris
4248,Marlon Wayans
4248,James DeBello
64328,Amy Adams
64328,Jason Segel
64328,Emily Blunt
36647,Wesley Snipes
36647,Stephen Dorff
36647,Kris Kristofferson
7214,Samuel L. Jackson
7214,Rob Brown
7214,Robert Ri'chard
1537,Ben Affleck
1537,Samuel L. Jackson
1537,Kim Staunton
9360,Jennifer Lopez
9360,Ice Cube
9360,Jon Voight
6282,Piper Perabo
6282,Adam Garcia
6282,John Goodman
508,Keira Knightley
508,Heike Makatsch
508,Emma Thompson
9487,Kevin Spacey
9487,Julia Louis-Dreyfus
9487,Hayden Panettiere
768,Johnny Depp
768,Heather Graham
768,Ian Holm
2636,Sylvester Stallone
2636,Sharon Stone
2636,James Woods
10478,Kevin Costner
10478,Don Johnson
10478,Cheech Marin
27983,Lucille Ball
27983,Henry Fonda
27983,Van Johnson
9981,Will Ferrell
9981,Robert Duvall
9981,Kate Walsh
7453,Martin Freeman
7453,Zooey Deschanel
7453,Sam Rockwell
15045,Kenan Thompson
15045,Shedrack Anderson III
15045,Jermaine Williams
7737,Milla Jovovich
7737,Oded Fehr
7737,Ali Larter
232672,Drew Barrymore
232672,Adam Sandler
232672,Wendi McLendon-Covey
17379,Queen Latifah
17379,LL Cool J
17379,Timothy Hutton
8987,Meryl Streep
8987,David Strathairn
8987,Kevin Bacon
11359,Hal Scardino
11359,Litefoot
11359,Lindsay Crouse
82525,Blake Lively
82525,Taylor Kitsch
82525,Aaron Taylor-Johnson
9759,Chris Evans
9759,Kim Basinger
9759,Jason Statham
9486,Rowan Atkinson
9486,John Malkovich
9486,Natalie Imbruglia
9906,Julia Roberts
9906,Meryl Streep
9906,Nicolas Cage
841,Kyle MacLachlan
841,Francesca Annis
841,Leonardo Cimino
4688,Evan Rachel Wood
4688,Jim Sturgess
4688,Joe Anderson
4148,Leonardo DiCaprio
4148,Kate Winslet
4148,Michael Shannon
2207,Bruce Willis
2207,Yasiin Bey
2207,David Morse
9381,Vin Diesel
9381,Michelle Yeoh
9381,Mélanie Thierry
9625,Steven Seagal
9625,Keenen Ivory Wayans
9625,Bob Gunton
9304,Michael Keaton
9304,Andie MacDowell
9304,Harris Yulin
20856,Carter Jenkins
20856,Austin Butler
20856,Kevin Nealon
5955,Jack Nicholson
5955,Aaron Eckhart
5955,Helen Mirren
9899,Matthew Broderick
9899,Uma Thurman
9899,Will Ferrell
9826,Billy Zane
9826,Kristy Swanson
9826,Treat Williams
21355,Matt Damon
21355,Henry Thomas
21355,Penélope Cruz
10858,Anthony Hopkins
10858,Joan Allen
10858,Powers Boothe
11439,Ewan McGregor
11439,Pierce Brosnan
11439,Jon Bernthal
9457,Treat Williams
9457,Famke Janssen
9457,Anthony Heald
12412,Derek Luke
12412,Michael Ealy
12412,Laz Alonso
1494,Chow Yun-fat
1494,Gong Li
1494,Jay Chou
13184,Nicolas Cage
13184,Shahkrit Yamnarm
13184,Charlie Yeung
2185,Tim Allen
2185,Rene Russo
2185,Patrick Warburton
6639,Javier Bardem
6639,Unax Ugalde
6639,Benjamin Bratt
38153,Charlie Sheen
38153,Donald Sutherland
38153,Linda Hamilton
58233,Rowan Atkinson
58233,Dominic West
58233,Gillian Anderson
116977,Charlie Sheen
116977,Wayne Brady
116977,Hilary Duff
68734,Ben Affleck
68734,Bryan Cranston
68734,Alan Arkin
5503,Harrison Ford
5503,Tommy Lee Jones
5503,Sela Ward
27573,Gerard Butler
27573,Jennifer Aniston
27573,Gio Perez
819,Robert De Niro
819,Brad Pitt
819,Kevin Bacon
1369,Sylvester Stallone
1369,Richard Crenna
1369,Charles Napier
9623,Demi Moore
9623,Alec Baldwin
9623,Joseph Gordon-Levitt
10895,Mel Blanc
10895,Don Brodie
10895,Walter Catlett
10935,Kris Kristofferson
10935,Christopher Walken
10935,John Hurt
834,Kate Beckinsale
834,Scott Speedman
834,Tony Curran
228066,James McAvoy
228066,Daniel Radcliffe
228066,Jessica Brown Findlay
711,Sean Connery
711,Rob Brown
711,F. Murray Abraham
10468,Sandra Bullock
10468,Viggo Mortensen
10468,Dominic West
10027,Jet Li
10027,Morgan Freeman
10027,Bob Hoskins
11812,Cameron Diaz
11812,Christina Applegate
11812,Thomas Jane
37233,Tom Cruise
37233,Jeanne Tripplehorn
37233,Gene Hackman
37950,Zac Efron
37950,Amanda Crew
37950,Charlie Tahan
27582,Jason Statham
27582,Ben Foster
27582,Donald Sutherland
64688,Channing Tatum
64688,Jonah Hill
64688,Brie Larson
509,Julia Roberts
509,Hugh Grant
509,Gina McKee
7443,Mel Gibson
7443,Miranda Richardson
7443,Timothy Spall
5966,Ben Stiller
5966,Jennifer Aniston
5966,Philip Seymour Hoffman
11066,Eddie Murphy
11066,Robin Givens
11066,Halle Berry
136795,Sandra Bullock
136795,Melissa McCarthy
136795,Demián Bichir
8095,Elizabeth Taylor
8095,Richard Burton
8095,Rex Harrison
87826,Salma Hayek
87826,Kevin James
87826,Henry Winkler
11560,Ashley Judd
11560,Morgan Freeman
11560,Jim Caviezel
25189,Barbra Streisand
25189,Jeff Bridges
25189,Lauren Bacall
2637,Richard Gere
2637,Laura Linney
2637,Will Patton
18480,Sacha Baron Cohen
18480,Richard Bey
18480,Ron Paul
709,Timothy Dalton
709,Carey Lowell
709,Robert Davi
49730,Amanda Seyfried
49730,Gary Oldman
49730,Billy Burke
2749,Robert De Niro
2749,Charlize Theron
2749,Edward Burns
9607,Bob Hoskins
9607,John Leguizamo
9607,Dennis Hopper
1830,Nicolas Cage
1830,Bridget Moynahan
1830,Jared Leto
79,Jet Li
79,Tony Leung Chiu-Wai
79,Maggie Cheung
54054,Katherine Heigl
54054,Jason O'Mara
54054,Daniel Sunjata
228967,James Franco
228967,Seth Rogen
228967,Lizzy Caplan
46528,Kate Bosworth
46528,Jang Dong-gun
46528,Geoffrey Rush
27936,Dany Boon
27936,Dominique Pinon
27936,André Dussollier
65,Eminem
65,Mekhi Phifer
65,Brittany Murphy
280391,Jamel Debbouze
280391,Arié Elmaleh
280391,Mélissa Theuriau
9476,Heath Ledger
9476,Rufus Sewell
9476,Shannyn Sossamon
10610,Jackie Chan
10610,Lee Evans
10610,Claire Forlani
745,Bruce Willis
745,Toni Collette
745,Olivia Williams
49527,Sam Worthington
49527,Elizabeth Banks
49527,Jamie Bell
73937,Owen Wilson
73937,Steve Martin
73937,Jack Black
1885,Ralph Macchio
1885,Pat Morita
1885,William Zabka
168672,Christian Bale
168672,Bradley Cooper
168672,Amy Adams
18240,Sandra Bullock
18240,Ryan Reynolds
18240,Mary Steenburgen
10398,Tommy Lee Jones
10398,Ashley Judd
10398,Bruce Greenwood
165,Michael J. Fox
165,Christopher Lloyd
165,Lea Thompson
240832,Scarlett Johansson
240832,Morgan Freeman
240832,Choi Min-sik
216015,Dakota Johnson
216015,Jamie Dornan
216015,Jennifer Ehle
12279,Antonio Banderas
12279,Carla Gugino
12279,Alexa PenaVega
1645,Matthew McConaughey
1645,Sandra Bullock
1645,Samuel L. Jackson
11007,Steve Martin
11007,Bonnie Hunt
11007,Piper Perabo
193756,Mark Wahlberg
193756,Taylor Kitsch
193756,Emile Hirsch
11287,Tom Hanks
11287,Geena Davis
11287,Madonna
259693,Patrick Wilson
259693,Vera Farmiga
259693,Madison Wolfe
37799,Jesse Eisenberg
37799,Andrew Garfield
37799,Justin Timberlake
10184,Ben Affleck
10184,Jennifer Aniston
10184,Drew Barrymore
4257,Anna Faris
4257,Regina Hall
4257,Craig Bierko
4234,David Arquette
4234,Neve Campbell
4234,Courteney Cox
196,Michael J. Fox
196,Christopher Lloyd
196,Mary Steenburgen
257091,Will Ferrell
257091,Kevin Hart
257091,Alison Brie
6114,Gary Oldman
6114,Winona Ryder
6114,Anthony Hopkins
24803,Meryl Streep
24803,Amy Adams
24803,Stanley Tucci
109410,Chadwick Boseman
109410,T.R. Knight
109410,Harrison Ford
1213,Matt Damon
1213,Gwyneth Paltrow
1213,Jude Law
100042,Jim Carrey
100042,Jeff Daniels
100042,Rachel Melvin
9036,Paul Walker
9036,Bruce Greenwood
9036,Moon Bloodgood
257211,Robert De Niro
257211,Anne Hathaway
257211,Rene Russo
323675,Kevin Hart
323675,Ice Cube
323675,Olivia Munn
9361,Daniel Day-Lewis
9361,Madeleine Stowe
9361,Russell Means
1677,Jamie Foxx
1677,Kerry Washington
1677,Regina King
187,Jessica Alba
187,Devon Aoki
187,Clive Owen
7461,Dennis Quaid
7461,Matthew Fox
7461,Forest Whitaker
16538,Paul Rudd
16538,Jason Segel
16538,Rashida Jones
9889,Gwyneth Paltrow
9889,Jack Black
9889,Jason Alexander
820,Kevin Costner
820,Tommy Lee Jones
820,Gary Oldman
11565,Martin Lawrence
11565,Nia Long
11565,Emily Procter
6073,Brad Pitt
6073,Julia Roberts
6073,James Gandolfini
16996,Zac Efron
16996,Leslie Mann
16996,Matthew Perry
193610,Cameron Diaz
193610,Leslie Mann
193610,Kate Upton
19912,Bobby Campo
19912,Shantel VanSanten
19912,Nick Zano
296098,Tom Hanks
296098,Mark Rylance
296098,Amy Ryan
8007,Owen Wilson
8007,Gene Hackman
8007,Gabriel Macht
32823,Jonah Hill
32823,Russell Brand
32823,Rose Byrne
4380,Richard Gere
4380,Jennifer Lopez
4380,Susan Sarandon
11551,Gregory Smith
11551,Kirsten Dunst
11551,Denis Leary
10336,Michael Jai White
10336,Martin Sheen
10336,John Leguizamo
11362,Jim Caviezel
11362,Guy Pearce
11362,Richard Harris
50348,Matthew McConaughey
50348,Marisa Tomei
50348,Ryan Phillippe
48138,Liam Neeson
48138,Diane Kruger
48138,January Jones
1124,Hugh Jackman
1124,Christian Bale
1124,Michael Caine
227159,Jason Bateman
227159,Jason Sudeikis
227159,Charlie Day
68179,Brendan Fraser
68179,Rob Corddry
68179,Ricky Gervais
1579,Rudy Youngblood
1579,Raoul Max Trujillo
1579,Gerardo Taracena
708,Timothy Dalton
708,Maryam d'Abo
708,Jeroen Krabbé
34851,Topher Grace
34851,Alice Braga
34851,Laurence Fishburne
9930,Robert Redford
9930,Debra Winger
9930,Daryl Hannah
1586,Johnny Depp
1586,John Turturro
1586,Timothy Hutton
2044,Keanu Reeves
2044,Sandra Bullock
2044,Shohreh Aghdashloo
9913,Kate Hudson
9913,Gena Rowlands
9913,Peter Sarsgaard
71864,Jennifer Garner
71864,Joel Edgerton
71864,Ron Livingston
10761,Patrick Dempsey
10761,Michelle Monaghan
10761,Kevin McKidd
209451,Christopher Walken
209451,Vincent Piazza
209451,Freya Tingley
11975,Matt Damon
11975,Danny DeVito
11975,Jon Voight
4970,Halle Berry
4970,Robert Downey Jr.
4970,Charles S. Dutton
11831,Morgan Freeman
11831,Nigel Hawthorne
11831,Anthony Hopkins
9096,Sean Connery
9096,Lorraine Bracco
9096,José Wilker
440,Steven Pasquale
440,Reiko Aylesworth
440,John Ortiz
11011,Macaulay Culkin
11011,John Larroquette
11011,Edward Herrmann
10641,Richard Gere
10641,Winona Ryder
10641,Anthony LaPaglia
11172,Drew Barrymore
11172,Hugh Grant
11172,Scott Porter
39513,Seth Rogen
39513,Simon Pegg
39513,Nick Frost
82687,Seth Rogen
82687,Barbra Streisand
82687,Yvonne Strahovski
41446,David Arquette
41446,Neve Campbell
41446,Courteney Cox
8224,Nicolas Cage
8224,Joaquin Phoenix
8224,James Gandolfini
10537,Val Kilmer
10537,Meg Ryan
10537,Kyle MacLachlan
225886,Cameron Diaz
225886,Jason Segel
225886,Rob Corddry
10385,Meg Ryan
10385,Diane Keaton
10385,Lisa Kudrow
55779,Emma Bell
55779,Nicholas D'Agosto
55779,Miles Fisher
10154,Hugh Grant
10154,James Caan
10154,Jeanne Tripplehorn
10647,Kevin Spacey
10647,Helen Hunt
10647,Haley Joel Osment
11431,Drew Barrymore
11431,Jimmy Fallon
11431,Jason Spevack
8457,Owen Wilson
8457,Leslie Mann
8457,Josh Peck
188161,Seth MacFarlane
188161,Charlize Theron
188161,Liam Neeson
8850,Alec Baldwin
8850,John Lone
8850,Penelope Ann Miller
64685,Thomas Horn
64685,Tom Hanks
64685,Sandra Bullock
38357,Rachel McAdams
38357,Harrison Ford
38357,Patrick Wilson
10060,50 Cent
10060,Joy Bryant
10060,Adewale Akinnuoye-Agbaje
11398,Wesley Snipes
11398,Donald Sutherland
11398,Maury Chaykin
1833,Anthony Rapp
1833,Adam Pascal
1833,Rosario Dawson
10391,Kim Basinger
10391,Angela Bettis
10391,Holliston Coleman
8970,Steve Martin
8970,Goldie Hawn
8970,John Cleese
9306,Marlon Brando
9306,Val Kilmer
9306,David Thewlis
11370,Catherine Deneuve
11370,Mena Suvari
11370,Stephen Rea
12184,Natalie Portman
12184,Scarlett Johansson
12184,Eric Bana
1921,Keanu Reeves
1921,Charlize Theron
1921,Jason Isaacs
1683,Hilary Swank
1683,David Morrissey
1683,Idris Elba
203,Harvey Keitel
203,Robert De Niro
203,David Proval
11858,Danny DeVito
11858,Mark Wahlberg
11858,Gregory Hines
62835,Zoe Saldana
62835,Cliff Curtis
62835,Callum Blue
18937,Jessalyn Gilsig
18937,Cary Elwes
18937,Gary Oldman
13536,Robert De Niro
13536,James Franco
13536,Frances McDormand
15556,Val Kilmer
15556,Mira Sorvino
15556,Kelly McGillis
10718,Martin Henderson
10718,Ice Cube
10718,Monet Mazur
11062,Al Pacino
11062,John Cusack
11062,Bridget Fonda
10802,Elizabeth Berkley
10802,Kyle MacLachlan
10802,Gina Gershon
1887,Kirsten Dunst
1887,Jason Schwartzman
1887,Judy Davis
6071,David Caruso
6071,Samuel L. Jackson
6071,Nicolas Cage
10461,Sylvester Stallone
10461,Miranda Richardson
10461,Rachael Leigh Cook
80278,Naomi Watts
80278,Ewan McGregor
80278,Tom Holland
12704,Warren Beatty
