movie_id,title,production_company
37786,Sex and the City 2,New Line Cinema
37786,Sex and the City 2,Village Roadshow Pictures
37786,Sex and the City 2,Home Box Office (HBO)
37786,Sex and the City 2,HBO Films
10501,The Road to El Dorado,DreamWorks SKG
10501,The Road to El Dorado,DreamWorks Animation
57800,Ice Age: Continental Drift,Blue Sky Studios
57800,Ice Age: Continental Drift,Twentieth Century Fox Animation
150689,Cinderella,Walt Disney Pictures
150689,Cinderella,Genre Films
150689,Cinderella,Beagle Pug Films
150689,Cinderella,Allison Shearmur Productions
7980,The Lovely Bones,WingNut Films
7980,The Lovely Bones,DreamWorks SKG
7980,The Lovely Bones,Key Creatives
7980,The Lovely Bones,Film4
7980,The Lovely Bones,Goldcrest Pictures
7980,The Lovely Bones,New Zealand Large Budget Screen Production Grant
12,Finding Nemo,Pixar Animation Studios
122,The Lord of the Rings: The Return of the King,WingNut Films
122,The Lord of the Rings: The Return of the King,New Line Cinema
121,The Lord of the Rings: The Two Towers,WingNut Films
121,The Lord of the Rings: The Two Towers,New Line Cinema
121,The Lord of the Rings: The Two Towers,The Saul Zaentz Company
68737,Seventh Son,Legendary Pictures
68737,Seventh Son,Thunder Road Pictures
68737,Seventh Son,Outlaw Sinema
68737,Seventh Son,Moving Picture Company (MPC)
68737,Seventh Son,Pendle Mountain Productions
68737,Seventh Son,China Film Co.
1995,Lara Croft: Tomb Raider,Paramount Pictures
1995,Lara Croft: Tomb Raider,Toho-Towa
1995,Lara Croft: Tomb Raider,Mutual Film Company
1995,Lara Croft: Tomb Raider,Lawrence Gordon Productions
1995,Lara Croft: Tomb Raider,British Broadcasting Corporation (BBC)
1995,Lara Croft: Tomb Raider,Marubeni
1995,Lara Croft: Tomb Raider,Eidos Interactive
157353,Transcendence,Alcon Entertainment
157353,Transcendence,Syncopy
157353,Transcendence,DMG Entertainment
157353,Transcendence,Straight Up Films
331,Jurassic Park III,Universal Studios
331,Jurassic Park III,Amblin Entertainment
61791,Rise of the Planet of the Apes,Ingenious Film Partners
61791,Rise of the Planet of the Apes,Ingenious Media
61791,Rise of the Planet of the Apes,Twentieth Century Fox Film Corporation
61791,Rise of the Planet of the Apes,Dune Entertainment
61791,Rise of the Planet of the Apes,Dune Entertainment III
61791,Rise of the Planet of the Apes,Chernin Entertainment
61791,Rise of the Planet of the Apes,Big Screen Productions
8204,The Spiderwick Chronicles,Paramount Pictures
8204,The Spiderwick Chronicles,The Kennedy/Marshall Company
47964,A Good Day to Die Hard,Ingenious Media
47964,A Good Day to Die Hard,Twentieth Century Fox Film Corporation
47964,A Good Day to Die Hard,Dune Entertainment
47964,A Good Day to Die Hard,Mid Atlantic Films
47964,A Good Day to Die Hard,Big Screen Productions
47964,A Good Day to Die Hard,Temple Hill Entertainment
47964,A Good Day to Die Hard,TSG Entertainment
47964,A Good Day to Die Hard,Giant Pictures
47964,A Good Day to Die Hard,Origo Film Group
10733,The Alamo,Imagine Entertainment
10733,The Alamo,Touchstone Pictures
9806,The Incredibles,Walt Disney Pictures
9806,The Incredibles,Pixar Animation Studios
1408,Cutthroat Island,Le Studio Canal+
1408,Cutthroat Island,Laurence Mark Productions
1408,Cutthroat Island,Metro-Goldwyn-Mayer (MGM)
1408,Cutthroat Island,Carolco Pictures
32657,Percy Jackson & the Olympians: The Lightning Thief,Ingenious Film Partners
32657,Percy Jackson & the Olympians: The Lightning Thief,1492 Pictures
32657,Percy Jackson & the Olympians: The Lightning Thief,Dune Entertainment
32657,Percy Jackson & the Olympians: The Lightning Thief,Fox 2000 Pictures
32657,Percy Jackson & the Olympians: The Lightning Thief,Sunswept Entertainment
32657,Percy Jackson & the Olympians: The Lightning Thief,Dune Entertainment III
32657,Percy Jackson & the Olympians: The Lightning Thief,Big Screen Productions
32657,Percy Jackson & the Olympians: The Lightning Thief,TCF Vancouver Productions
607,Men in Black,Amblin Entertainment
607,Men in Black,Columbia Pictures Corporation
607,Men in Black,Parkes+MacDonald Image Nation
863,Toy Story 2,Pixar Animation Studios
44048,Unstoppable,Twentieth Century Fox Film Corporation
44048,Unstoppable,Scott Free Productions
44048,Unstoppable,Firm Films
44048,Unstoppable,Prospect Park
44048,Unstoppable,Millbrook Farm Productions
5175,Rush Hour 2,New Line Cinema
2655,What Lies Beneath,DreamWorks SKG
2655,What Lies Beneath,Twentieth Century Fox Film Corporation
2655,What Lies Beneath,ImageMovers
22794,Cloudy with a Chance of Meatballs,Columbia Pictures
22794,Cloudy with a Chance of Meatballs,Sony Pictures Animation
8355,Ice Age: Dawn of the Dinosaurs,Blue Sky Studios
8355,Ice Age: Dawn of the Dinosaurs,Twentieth Century Fox Animation
116745,The Secret Life of Walter Mitty,New Line Cinema
116745,The Secret Life of Walter Mitty,Ingenious Media
116745,The Secret Life of Walter Mitty,Twentieth Century Fox Film Corporation
116745,The Secret Life of Walter Mitty,Samuel Goldwyn Films
116745,The Secret Life of Walter Mitty,Big Screen Productions
116745,The Secret Life of Walter Mitty,Red Hour Films
116745,The Secret Life of Walter Mitty,TSG Entertainment
116745,The Secret Life of Walter Mitty,Down Productions
4327,Charlie's Angels,Columbia Pictures
1422,The Departed,Vertigo Entertainment
1422,The Departed,Media Asia Films
1422,The Departed,Warner Bros.
1422,The Departed,Initial Entertainment Group (IEG)
1422,The Departed,Plan B Entertainment
10674,Mulan,Walt Disney Pictures
10674,Mulan,Walt Disney Feature Animation
7446,Tropic Thunder,DreamWorks SKG
7446,Tropic Thunder,Goldcrest Pictures
7446,Tropic Thunder,Red Hour Films
7446,Tropic Thunder,Internationale Filmproduktion Stella-del-Sud Second
65754,The Girl with the Dragon Tattoo,Columbia Pictures
65754,The Girl with the Dragon Tattoo,Scott Rudin Productions
65754,The Girl with the Dragon Tattoo,Film Rites
65754,The Girl with the Dragon Tattoo,Metro-Goldwyn-Mayer (MGM)
65754,The Girl with the Dragon Tattoo,Yellow Bird
65754,The Girl with the Dragon Tattoo,Ground Control
1572,Die Hard: With a Vengeance,Twentieth Century Fox Film Corporation
1572,Die Hard: With a Vengeance,Cinergi Pictures Entertainment
10528,Sherlock Holmes,Village Roadshow Pictures
10528,Sherlock Holmes,Silver Pictures
10528,Sherlock Holmes,Warner Bros.
10528,Sherlock Holmes,Internationale Filmproduktion Blackbird Dritte
10528,Sherlock Holmes,Wigram Productions
271969,Ben-Hur,Paramount Pictures
271969,Ben-Hur,Metro-Goldwyn-Mayer (MGM)
271969,Ben-Hur,Sean Daniel Company
271969,Ben-Hur,LightWorkers Media
10865,Atlantis: The Lost Empire,Walt Disney Pictures
10865,Atlantis: The Lost Empire,Walt Disney Feature Animation
258509,Alvin and the Chipmunks: The Road Chip,Regency Enterprises
258509,Alvin and the Chipmunks: The Road Chip,Fox 2000 Pictures
258509,Alvin and the Chipmunks: The Road Chip,Sunswept Entertainment
258509,Alvin and the Chipmunks: The Road Chip,Bagdasarian Productions
258509,Alvin and the Chipmunks: The Road Chip,TSG Entertainment
2253,Valkyrie,United Artists
2253,Valkyrie,Achte Babelsberg Film
2253,Valkyrie,Metro-Goldwyn-Mayer (MGM)
2253,Valkyrie,Bad Hat Harry Productions
10661,You Don't Mess with the Zohan,Columbia Pictures
10661,You Don't Mess with the Zohan,Happy Madison Productions
10661,You Don't Mess with the Zohan,Sony Pictures Releasing
10661,You Don't Mess with the Zohan,Relativity Media
257344,Pixels,Columbia Pictures
257344,Pixels,Happy Madison Productions
644,A.I. Artificial Intelligence,DreamWorks SKG
644,A.I. Artificial Intelligence,Amblin Entertainment
644,A.I. Artificial Intelligence,Stanley Kubrick Productions
644,A.I. Artificial Intelligence,Warner Bros.
10756,The Haunted Mansion,Walt Disney Pictures
10756,The Haunted Mansion,Gunn Films
10756,The Haunted Mansion,Doom Buggy Productions
686,Contact,Warner Bros.
686,Contact,South Side Amusement Company
9383,Hollow Man,Columbia Pictures Corporation
9383,Hollow Man,Global Entertainment Productions GmbH & Company Medien KG
179,The Interpreter,Universal Pictures
179,The Interpreter,StudioCanal
179,The Interpreter,Mirage Enterprises
179,The Interpreter,Working Title Films
179,The Interpreter,Misher Films
179,The Interpreter,Motion Picture JOTA Produktions
76285,Percy Jackson: Sea of Monsters,1492 Pictures
76285,Percy Jackson: Sea of Monsters,Dune Entertainment
76285,Percy Jackson: Sea of Monsters,Fox 2000 Pictures
76285,Percy Jackson: Sea of Monsters,Sunswept Entertainment
76285,Percy Jackson: Sea of Monsters,Dune Entertainment III
76285,Percy Jackson: Sea of Monsters,TSG Entertainment
1996,Lara Croft Tomb Raider: The Cradle of Life,Paramount Pictures
1996,Lara Croft Tomb Raider: The Cradle of Life,Toho-Towa
1996,Lara Croft Tomb Raider: The Cradle of Life,Mutual Film Company
1996,Lara Croft Tomb Raider: The Cradle of Life,Lawrence Gordon Productions
1996,Lara Croft Tomb Raider: The Cradle of Life,British Broadcasting Corporation (BBC)
1996,Lara Croft Tomb Raider: The Cradle of Life,October Pictures
1996,Lara Croft Tomb Raider: The Cradle of Life,Eidos Interactive
291805,Now You See Me 2,Summit Entertainment
291805,Now You See Me 2,Lionsgate
291805,Now You See Me 2,K/O Paper Products
291805,Now You See Me 2,TIK Films
10003,The Saint,Paramount Pictures
10003,The Saint,Mace Neufeld Productions
10003,The Saint,Rysher Entertainment
1535,Spy Game,Universal Pictures
1535,Spy Game,Metropolitan Filmexport
1535,Spy Game,Toho-Towa
1535,Spy Game,Red Wagon Productions
1535,Spy Game,Beacon Communications
1535,Spy Game,Kalima Productions GmbH & Co. KG
2067,Mission to Mars,Spyglass Entertainment
2067,Mission to Mars,The Jacobson Company
2067,Mission to Mars,Touchstone Pictures
2067,Mission to Mars,Red Horizon Productions
46195,Rio,Blue Sky Studios
46195,Rio,Twentieth Century Fox Animation
2277,Bicentennial Man,Laurence Mark Productions
2277,Bicentennial Man,1492 Pictures
2277,Bicentennial Man,Columbia Pictures Corporation
2277,Bicentennial Man,Touchstone Pictures
2277,Bicentennial Man,Radiant Productions
10357,Volcano,Twentieth Century Fox Film Corporation
4477,The Devil's Own,Columbia Pictures
8665,K-19: The Widowmaker,Paramount Pictures
8665,K-19: The Widowmaker,Intermedia Films
8665,K-19: The Widowmaker,National Geographic Society
8665,K-19: The Widowmaker,New Regency Pictures
8665,K-19: The Widowmaker,Palomar Pictures (II)
8665,K-19: The Widowmaker,First Light Production
9387,Conan the Barbarian,Universal Pictures
9387,Conan the Barbarian,Dino De Laurentiis Company
921,Cinderella Man,Miramax Films
921,Cinderella Man,Imagine Entertainment
921,Cinderella Man,Universal Pictures
921,Cinderella Man,Parkway Pictures (I)
921,Cinderella Man,Touchstone Pictures
49852,The Nutcracker: The Untold Story,Vnesheconombank
49852,The Nutcracker: The Untold Story,Nutcracker Holdings
49852,The Nutcracker: The Untold Story,HCC Media Group
49852,The Nutcracker: The Untold Story,Russian Roulette Ltd.
4464,Seabiscuit,Universal Pictures
4464,Seabiscuit,Spyglass Entertainment
4464,Seabiscuit,The Kennedy/Marshall Company
4464,Seabiscuit,DreamWorks Pictures
4464,Seabiscuit,Touchstone Pictures
664,Twister,Universal Pictures
664,Twister,Amblin Entertainment
664,Twister,Warner Bros.
664,Twister,Constant c Productions
8358,Cast Away,DreamWorks SKG
8358,Cast Away,Twentieth Century Fox Film Corporation
8358,Cast Away,Playtone
8358,Cast Away,ImageMovers
9836,Happy Feet,Kennedy Miller Productions
9836,Happy Feet,Animal Logic
2502,The Bourne Supremacy,Universal Pictures
2502,The Bourne Supremacy,The Kennedy/Marshall Company
2502,The Bourne Supremacy,Hypnotic
2502,The Bourne Supremacy,Motion Picture THETA Produktionsgesellschaft
2502,The Bourne Supremacy,Ludlum Entertainment
9772,Air Force One,Columbia Pictures Corporation
9772,Air Force One,Beacon Communications
9772,Air Force One,Radiant Productions
161,Ocean's Eleven,Village Roadshow Pictures
161,Ocean's Eleven,Section Eight
161,Ocean's Eleven,NPV Entertainment
161,Ocean's Eleven,Jerry Weintraub Productions
161,Ocean's Eleven,Warner Bros.
161,Ocean's Eleven,WV Films II
52451,The Three Musketeers,Impact Pictures
52451,The Three Musketeers,Studio Babelsberg
52451,The Three Musketeers,Nouvelles Éditions de Films (NEF)
52451,The Three Musketeers,New Legacy
52451,The Three Musketeers,Constantin Film Produktion
76492,Hotel Transylvania,Columbia Pictures
76492,Hotel Transylvania,Sony Pictures Animation
4523,Enchanted,Walt Disney Pictures
4523,Enchanted,Josephson Entertainment
4523,Enchanted,Andalasia Productions
4523,Enchanted,Right Coast Productions
59961,Safe House,Universal Pictures
59961,Safe House,Dentsu
59961,Safe House,Relativity Media
59961,Safe House,Bluegrass Films
10481,102 Dalmatians,Walt Disney Pictures
10481,102 Dalmatians,Cruella Productions
59108,Tower Heist,Universal Pictures
59108,Tower Heist,Image Entertainment
59108,Tower Heist,Relativity Media
59108,Tower Heist,Rat Entertainment
1581,The Holiday,Columbia Pictures
1581,The Holiday,Universal Pictures
1581,The Holiday,Waverly Films
1581,The Holiday,Relativity Media
9798,Enemy of the State,Jerry Bruckheimer Films
9798,Enemy of the State,Scott Free Productions
9798,Enemy of the State,Touchstone Pictures
9798,Enemy of the State,No Such Productions
22897,It's Complicated,Universal Pictures
22897,It's Complicated,Scott Rudin Productions
22897,It's Complicated,Waverly Films
22897,It's Complicated,Dentsu
22897,It's Complicated,Relativity Media
298,Ocean's Thirteen,Village Roadshow Pictures
298,Ocean's Thirteen,Section Eight
298,Ocean's Thirteen,Jerry Weintraub Productions
298,Ocean's Thirteen,Warner Bros.
7484,Open Season,Sony Pictures Animation
157350,Divergent,Summit Entertainment
157350,Divergent,Red Wagon Entertainment
853,Enemy at the Gates,Paramount Pictures
853,Enemy at the Gates,Swanford Films
853,Enemy at the Gates,Mandalay Pictures
853,Enemy at the Gates,Little Bird
853,Enemy at the Gates,KC Medien
853,Enemy at the Gates,Reperage
853,Enemy at the Gates,DOS
853,Enemy at the Gates,MP Film Management
10159,The Rundown,Columbia Pictures
10159,The Rundown,Universal Pictures
10159,The Rundown,Strike Entertainment
10159,The Rundown,WWE Studios
10159,The Rundown,Misher Films
10159,The Rundown,IM3 Entertainment
9593,Last Action Hero,Columbia Pictures Corporation
9593,Last Action Hero,Oak Productions
1904,Memoirs of a Geisha,DreamWorks SKG
1904,Memoirs of a Geisha,Spyglass Entertainment
1904,Memoirs of a Geisha,Columbia Pictures Corporation
1904,Memoirs of a Geisha,Red Wagon Productions
9615,The Fast and the Furious: Tokyo Drift,Universal Pictures
51052,Arthur Christmas,Columbia Pictures
51052,Arthur Christmas,Aardman Animations
51052,Arthur Christmas,Sony Pictures Animation
297,Meet Joe Black,Universal Pictures
297,Meet Joe Black,City Light Films
9884,Collateral Damage,David Foster Productions
9884,Collateral Damage,Bel Air Entertainment
9884,Collateral Damage,Warner Bros.
9884,Collateral Damage,Hacienda Productions
16858,All That Jazz,Twentieth Century Fox Film Corporation
16858,All That Jazz,Columbia Pictures Corporation
62764,Mirror Mirror,Relativity Media
62764,Mirror Mirror,Misher Films
62764,Mirror Mirror,Yucaipa Films
62764,Mirror Mirror,Goldmann Pictures
62764,Mirror Mirror,Rat Entertainment
62764,Mirror Mirror,Misha Films
22538,Scott Pilgrim vs. the World,Universal Pictures
22538,Scott Pilgrim vs. the World,Marc Platt Productions
9341,The Core,Paramount Pictures
9341,The Core,David Foster Productions
9341,The Core,Horsepower Films
9341,The Core,LivePlanet
9341,The Core,Core Productions
9341,The Core,Munich Film Partners New Century & Company (MFP) Core Productions
12107,Nutty Professor II: The Klumps,Imagine Entertainment
12107,Nutty Professor II: The Klumps,Universal Pictures
9637,Scooby-Doo,Atlas Entertainment
9637,Scooby-Doo,Mosaic Media Group
9637,Scooby-Doo,Warner Bros.
49049,Dredd,DNA Films
49049,Dredd,Reliance BIG Entertainment
49049,Dredd,IM Global
49049,Dredd,Rena Film
49049,Dredd,Peach Trees
9339,Click,Original Film
9339,Click,Columbia Pictures Corporation
9339,Click,Revolution Studios
9339,Click,Happy Madison Productions
16281,Creepshow,Warner Bros.
16281,Creepshow,Creepshow Films Inc.
16281,Creepshow,Laurel Entertainment Inc.
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Village Roadshow Pictures
8247,Jumper,Dune Entertainment
8247,Jumper,Hypnotic
8247,Jumper,New Regency Pictures
11253,Hellboy II: The Golden Army,Universal Pictures
11253,Hellboy II: The Golden Army,Dark Horse Entertainment
11253,Hellboy II: The Golden Army,Lawrence Gordon Productions
11253,Hellboy II: The Golden Army,Mid Atlantic Films
11253,Hellboy II: The Golden Army,Relativity Media
11253,Hellboy II: The Golden Army,Internationale Filmproduktion Eagle
1949,Zodiac,Paramount Pictures
1949,Zodiac,Warner Bros.
1949,Zodiac,Phoenix Pictures
8452,The 6th Day,Phoenix Pictures
310,Bruce Almighty,Universal Pictures
310,Bruce Almighty,Spyglass Entertainment
310,Bruce Almighty,Shady Acres Entertainment
310,Bruce Almighty,Pit Bull Productions
27578,The Expendables,Millennium Films
954,Mission: Impossible,Paramount Pictures
954,Mission: Impossible,Cruise/Wagner Productions
70160,The Hunger Games,Lionsgate
70160,The Hunger Games,Color Force
45243,The Hangover Part II,Legendary Pictures
45243,The Hangover Part II,Living Films
45243,The Hangover Part II,Green Hat Films
45243,The Hangover Part II,Warner Bros.
364,Batman Returns,PolyGram Filmed Entertainment
364,Batman Returns,Warner Bros.
7518,Over the Hedge,Pacific Data Images (PDI)
7518,Over the Hedge,DreamWorks Animation
11544,Lilo & Stitch,Walt Disney Pictures
11544,Lilo & Stitch,Walt Disney Feature Animation
9986,Charlotte's Web,Paramount Pictures
9986,Charlotte's Web,Kerner Entertainment Company
8656,Deep Impact,Paramount Pictures
8656,Deep Impact,DreamWorks SKG
8656,Deep Impact,Zanuck/Brown Productions
8656,Deep Impact,Manhattan Project
146216,RED 2,DC Comics
146216,RED 2,Di Bonaventura Pictures
146216,RED 2,Summit Entertainment
146216,RED 2,DC Entertainment
9291,The Longest Yard,Paramount Pictures
9291,The Longest Yard,Columbia Pictures Corporation
9291,The Longest Yard,MTV Films
9291,The Longest Yard,Happy Madison Productions
9291,The Longest Yard,Callahan Filmworks
55301,Alvin and the Chipmunks: Chipwrecked,Fox 2000 Pictures
109418,Grown Ups 2,Columbia Pictures
109418,Grown Ups 2,Happy Madison Productions
109418,Grown Ups 2,Sony Pictures Entertainment (SPE)
11665,Get Smart,Village Roadshow Pictures
11665,Get Smart,Atlas Entertainment
11665,Get Smart,Mosaic Media Group
11665,Get Smart,Mad Chance
11665,Get Smart,Warner Bros.
11665,Get Smart,WV Films IV
11665,Get Smart,Mel's Cite du Cinema
11665,Get Smart,Callahan Filmworks
6964,Something's Gotta Give,Columbia Pictures Corporation
6964,Something's Gotta Give,Waverly Films
6964,Something's Gotta Give,Warner Bros.
11324,Shutter Island,Paramount Pictures
11324,Shutter Island,Appian Way
11324,Shutter Island,Phoenix Pictures
11324,Shutter Island,Sikelia Productions
12193,Four Christmases,New Line Cinema
12193,Four Christmases,Spyglass Entertainment
12193,Four Christmases,Type A Films
12193,Four Christmases,Ott Medien
12193,Four Christmases,Wild West Picture Show Productions
9928,Robots,Blue Sky Studios
9928,Robots,Twentieth Century Fox Animation
754,Face/Off,Paramount Pictures
754,Face/Off,Permut Presentations
754,Face/Off,WCG Entertainment Productions
754,Face/Off,Douglas/Reuther Productions
754,Face/Off,Touchstone Pictures
754,Face/Off,Krane Entertainment
10202,Bedtime Stories,Walt Disney Pictures
10202,Bedtime Stories,Happy Madison Productions
10202,Bedtime Stories,Gunn Films
4147,Road to Perdition,DreamWorks SKG
4147,Road to Perdition,The Zanuck Company
4147,Road to Perdition,Twentieth Century Fox Film Corporation
50546,Just Go with It,Columbia Pictures
50546,Just Go with It,Happy Madison Productions
1701,Con Air,Jerry Bruckheimer Films
1701,Con Air,Kouf/Bigelow Productions
1701,Con Air,Touchstone Pictures
1701,Con Air,Hiett Designs of Las Vegas
1701,Con Air,Runway Pictures Inc
13027,Eagle Eye,DreamWorks SKG
13027,Eagle Eye,K/O Paper Products
13027,Eagle Eye,Goldcrest Pictures
13027,Eagle Eye,KMP Film Invest
2289,Cold Mountain,Miramax Films
2289,Cold Mountain,Mirage Enterprises
2289,Cold Mountain,Castel Film Romania
2289,Cold Mountain,Bona Fide Productions
2289,Cold Mountain,Cattleya
20504,The Book of Eli,Alcon Entertainment
20504,The Book of Eli,Silver Pictures
9574,Flubber,Walt Disney Pictures
9574,Flubber,Great Oaks Entertainment
11618,The Haunting,DreamWorks
11618,The Haunting,Roth-Arnold Productions
2300,Space Jam,Warner Bros. Family Entertainment
2300,Space Jam,Northern Lights Entertainment
2300,Space Jam,Courtside Seats Productions
12096,The Pink Panther,Columbia Pictures
12096,The Pink Panther,International Production Company
12096,The Pink Panther,The Montecito Picture Company
12096,The Pink Panther,Robert Simonds Productions
12096,The Pink Panther,Metro-Goldwyn-Mayer (MGM)
10200,The Day the Earth Stood Still,Twentieth Century Fox Film Corporation
10200,The Day the Earth Stood Still,Dune Entertainment III
10200,The Day the Earth Stood Still,Earth Canada Productions
10200,The Day the Earth Stood Still,Hammerhead Productions
10200,The Day the Earth Stood Still,3 Arts Entertainment
8834,Conspiracy Theory,Silver Pictures
8834,Conspiracy Theory,Warner Bros.
8834,Conspiracy Theory,Donner/Shuler-Donner Productions
228150,Fury,Columbia Pictures
228150,Fury,QED International
228150,Fury,Crave Films
228150,Fury,LStar Capital
228150,Fury,Huayi Brothers Media
228150,Fury,Le Grisbi Productions
6068,Six Days Seven Nights,Caravan Pictures
6068,Six Days Seven Nights,Roger Birnbaum Productions
6068,Six Days Seven Nights,Northern Lights Entertainment
6068,Six Days Seven Nights,Touchstone Pictures
41515,Yogi Bear,De Line Pictures
41515,Yogi Bear,Warner Bros. Animation
41515,Yogi Bear,Sunswept Entertainment
41515,Yogi Bear,Rhythm and Hues
41515,Yogi Bear,Picnic Basket
9023,Spirit: Stallion of the Cimarron,DreamWorks SKG
9023,Spirit: Stallion of the Cimarron,DreamWorks Animation
38317,Zookeeper,Columbia Pictures
38317,Zookeeper,Happy Madison Productions
38317,Zookeeper,Sony Pictures Releasing
38317,Zookeeper,Broken Road Productions
38317,Zookeeper,Metro-Goldwyn-Mayer (MGM)
38317,Zookeeper,Zookeeper Productions
38317,Zookeeper,Hey Eddie
2157,Lost in Space,New Line Cinema
2157,Lost in Space,Irwin Allen Productions
2157,Lost in Space,Prelude Pictures
2157,Lost in Space,Saltire Entertainment
14462,The Manchurian Candidate,Paramount Pictures
14462,The Manchurian Candidate,Scott Rudin Productions
14462,The Manchurian Candidate,Clinica Estetico
161795,Déjà Vu,"Rainbow Film Company, The"
161795,Déjà Vu,Revere Entertainment
161795,Déjà Vu,Jagtoria Films
159824,Hotel Transylvania 2,Columbia Pictures
159824,Hotel Transylvania 2,Sony Pictures Animation
49948,Fantasia 2000,Walt Disney Pictures
2135,The Time Machine,DreamWorks SKG
2135,The Time Machine,Warner Bros.
9822,Mighty Joe Young,Walt Disney Pictures
9822,Mighty Joe Young,RKO Pictures
9705,Swordfish,Village Roadshow Pictures
9705,Swordfish,NPV Entertainment
9705,Swordfish,Silver Pictures
9705,Swordfish,Warner Bros.
9705,Swordfish,Jonathan Krane Group
1656,The Legend of Zorro,Amblin Entertainment
1656,The Legend of Zorro,Columbia Pictures Corporation
12159,What Dreams May Come,PolyGram Filmed Entertainment
9678,Little Nicky,New Line Cinema
9678,Little Nicky,Avery Pix
9678,Little Nicky,Happy Madison Productions
4442,The Brothers Grimm,The Weinstein Company
4442,The Brothers Grimm,Summit Entertainment
4442,The Brothers Grimm,Atlas Entertainment
4442,The Brothers Grimm,Mosaic Media Group
4442,The Brothers Grimm,Reforma Films
4442,The Brothers Grimm,Dimension Films
4442,The Brothers Grimm,Metro-Goldwyn-Mayer (MGM)
4442,The Brothers Grimm,Revolution Sun Studios
75,Mars Attacks!,Tim Burton Productions
330770,Evolution,Ex Nihilo
330770,Evolution,Canal+
330770,Evolution,Les films du Worso
330770,Evolution,Noodles Production
330770,Evolution,Ciné+
330770,Evolution,Scope Pictures
330770,Evolution,Le Tax Shelter du Gouvernement Fédéral de Belgique
330770,Evolution,Centre National de la Cinématographie (CNC)
330770,Evolution,Ministère de la Culture et de la Communication
330770,Evolution,Volcano Films
330770,Evolution,Left Field Ventures
330770,Evolution,Evo Films A.I.E.
330770,Evolution,Indéfilms 3
330770,Evolution,Palatine Étoile 12
330770,Evolution,Cinéfeel Prod
9433,The Edge,Art Linson Productions
19959,Surrogates,Touchstone Pictures
19959,Surrogates,Mandeville Films
19959,Surrogates,Wintergreen Productions
19959,Surrogates,Top Shelf Productions
11973,Thirteen Days,New Line Cinema
11973,Thirteen Days,Tig Productions
11228,Daylight,Universal Pictures
11228,Daylight,Davis Entertainment
77951,Walking With Dinosaurs,BBC Worldwide
77951,Walking With Dinosaurs,Reliance BIG Entertainment
77951,Walking With Dinosaurs,Animal Logic
77951,Walking With Dinosaurs,BBC Earth
77951,Walking With Dinosaurs,Evergreen Films
77951,Walking With Dinosaurs,BBC Earth MD (WWD)
77951,Walking With Dinosaurs,Evergreen MD
5491,Battlefield Earth,Franchise Pictures
5491,Battlefield Earth,Warner Bros.
5491,Battlefield Earth,JTP Films
5491,Battlefield Earth,Morgan Creek Productions
5491,Battlefield Earth,Battlefield Productions
10715,Looney Tunes: Back in Action,Lonely Film Productions GmbH & Co. KG.
10715,Looney Tunes: Back in Action,Warner Bros. Animation
10715,Looney Tunes: Back in Action,Warner Bros.
10715,Looney Tunes: Back in Action,Goldmann Pictures
10715,Looney Tunes: Back in Action,Baltimore Spring Creek Productions
10715,Looney Tunes: Back in Action,Warner Bros. Feature Animation
10197,Nine,The Weinstein Company
10197,Nine,Relativity Media
9562,Timeline,Paramount Pictures
9562,Timeline,Donners' Company
9562,Timeline,Mutual Film Company
9562,Timeline,Cobalt Media Group
9562,Timeline,Artists Production Group (APG)
9922,The Postman,Tig Productions
9922,The Postman,Warner Bros.
9447,Babe: Pig in the City,Kennedy Miller Productions
274854,The Last Witch Hunter,Summit Entertainment
274854,The Last Witch Hunter,Atmosphere Entertainment MM
274854,The Last Witch Hunter,One Race Films
274854,The Last Witch Hunter,Goldmann Pictures
274854,The Last Witch Hunter,NeoReel
274854,The Last Witch Hunter,Aperture Entertainment
274854,The Last Witch Hunter,TIK Films
8870,Red Planet,Village Roadshow Pictures
8870,Red Planet,NPV Entertainment
8870,Red Planet,Warner Bros.
8870,Red Planet,The Canton Company
8870,Red Planet,Mars Production Pty. Ltd.
9992,Arthur and the Invisibles,Canal Plus
9992,Arthur and the Invisibles,Sofica Europacorp
9992,Arthur and the Invisibles,Avalanche Productions
9992,Arthur and the Invisibles,EuropaCorp
36970,Oceans,Pathé Films
36970,Oceans,Canal+
36970,Oceans,TPS Star
36970,Oceans,Participant Media
36970,Oceans,France Télévision
36970,Oceans,France 2 Cinéma
36970,Oceans,France 3 Cinema
36970,Oceans,Centre National de la Cinématographie (CNC)
36970,Oceans,Conseil Régional du Calvados
36970,Oceans,Région Bretagne
36970,Oceans,Ministère du Développement Durable et de la Mer
36970,Oceans,JMH-TSR
36970,Oceans,HH Sheikha Salama bint Hamdan Al Nahyan
36970,Oceans,Conseil Général des Côtes d'Armor
36970,Oceans,Conseil Général du Morbihan
36970,Oceans,Région Basse-Normandie
10077,A Sound of Thunder,Epsilon Motion Pictures
10077,A Sound of Thunder,Franchise Pictures
10077,A Sound of Thunder,Baldwin Entertainment Group
10077,A Sound of Thunder,Dante Entertainment
10077,A Sound of Thunder,Crusader Entertainment
10077,A Sound of Thunder,ETIC Films
10077,A Sound of Thunder,Forge
10077,A Sound of Thunder,QI Quality International GmbH Co. KG
10077,A Sound of Thunder,Signature Pictures
10077,A Sound of Thunder,ApolloMedia Distribution
